qstr_Next_Page|下 一 页 
qstr_Find_and_speak_with_|找 到 {s3}的 {s4}并 与 之 交 谈 ， 向 {reg4?她 :他 }宣 誓 效 忠 。 
qstr_Find_and_speak_with_{|找 到 {s3}的 {s4}并 与 之 交 谈 ， 向 {reg4?她 :他 }宣 誓 效 忠 。 
qstr_There_has_been_an_al|有 涉 嫌 边 境 事 件 ， {s9}
qstr_Ashina_Clan|芦 名 氏 
qstr_Ashina_Spearman|Ashina Spearman
qstr_Ashina_Skirmisher|Ashina Skirmisher
qstr_Ashina_Trained_Spear|Ashina Trained Spearman
qstr_Ashina_Trained_Skirm|Ashina Trained Skirmisher
qstr_Ashina_Veteran_Spear|Ashina Veteran Spearman
qstr_Ashina_Veteran_Skirm|Ashina Veteran Skirmisher
qstr_Ashina_Elite_Spearma|Ashina Elite Spearman*
qstr_Ashina_Retainer|Ashina Retainer
qstr_Ashina_Marksman|Ashina Marksman
qstr_Ashina_Veteran_Retai|Ashina Veteran Retainer
qstr_Ashina_Mounted_Retai|Ashina Mounted Retainer
qstr_Ashina_Samurai_Gunne|Ashina Samurai Gunner
qstr_Ashina_Samurai_Arche|Ashina Samurai Archer
qstr_Ashina_Officer|Ashina Officer
qstr_Ashina_Mounted_Offic|Ashina Mounted Officer
qstr_Ashina_Master_Gunner|Ashina Master Gunner
qstr_Ashina_Master_Archer|Ashina Master Archer
qstr_Ashina_Hatamoto_Guar|Ashina Hatamoto Guard
qstr_Ashina_Hatamoto_Cava|Ashina Hatamoto Cavalry
qstr_Ashina_Messenger|Ashina Messenger
qstr_Ashina_Deserter|Ashina Deserter
qstr_Ashina_Prison_Guard|Ashina Prison Guard
qstr_Ashina_Castle_Guard|Ashina Castle Guard
qstr_Ashina_Spearmen|Ashina Spearmen
qstr_Ashina_Skirmishers|Ashina Skirmishers
qstr_Ashina_Trained_Spearm|Ashina Trained Spearmen
qstr_Ashina_Trained_Skirmi|Ashina Trained Skirmishers
qstr_Ashina_Veteran_Spearm|Ashina Veteran Spearmen
qstr_Ashina_Veteran_Skirmi|Ashina Veteran Skirmishers
qstr_Ashina_Elite_Spearme|Ashina Elite Spearmen
qstr_Ashina_Retainers|Ashina Retainers
qstr_Ashina_Marksmen|Ashina Marksmen
qstr_Ashina_Veteran_Retain|Ashina Veteran Retainers
qstr_Ashina_Mounted_Retain|Ashina Mounted Retainers
qstr_Ashina_Samurai_Gunner|Ashina Samurai Gunners
qstr_Ashina_Samurai_Archer|Ashina Samurai Archers
qstr_Ashina_Officers|Ashina Officers
qstr_Ashina_Mounted_Office|Ashina Mounted Officers
qstr_Ashina_Master_Gunners|Ashina Master Gunners
qstr_Ashina_Master_Archers|Ashina Master Archers
qstr_Ashina_Hatamoto_Guard|Ashina Hatamoto Guards
qstr_Ashina_Messengers|Ashina Messengers
qstr_Ashina_Deserters|Ashina Deserters
qstr_Ashina_Prison_Guards|Ashina Prison Guards
qstr_Ashina_Castle_Guards|Ashina Castle Guards
qstr_Motoyama_Clan|Motoyama Clan
qstr_Motoyama_Spearman|Motoyama Spearman
qstr_Motoyama_Skirmisher|Motoyama Skirmisher
qstr_Motoyama_Trained_Spe|Motoyama Trained Spearman
qstr_Motoyama_Trained_Ski|Motoyama Trained Skirmisher
qstr_Motoyama_Veteran_Spe|Motoyama Veteran Spearman
qstr_Motoyama_Veteran_Ski|Motoyama Veteran Skirmisher
qstr_Motoyama_Elite_Skirm|Motoyama Elite Skirmisher
qstr_Motoyama_Retainer|Motoyama Retainer
qstr_Motoyama_Marksman|Motoyama Marksman
qstr_Motoyama_Veteran_Ret|Motoyama Veteran Retainer
qstr_Motoyama_Mounted_Ret|Motoyama Mounted Retainer
qstr_Motoyama_Samurai_Gun|Motoyama Samurai Gunner
qstr_Motoyama_Samurai_Arc|Motoyama Samurai Archer
qstr_Motoyama_Officer|Motoyama Officer
qstr_Motoyama_Mounted_Off|Motoyama Mounted Officer
qstr_Motoyama_Master_Gunn|Motoyama Master Gunner
qstr_Motoyama_Master_Arch|Motoyama Master Archer
qstr_Motoyama_Hatamoto_Gu|Motoyama Hatamoto Guard
qstr_Motoyama_Hatamoto_Ar|Motoyama Hatamoto Archer
qstr_Motoyama_Messenger|Motoyama Messenger
qstr_Motoyama_Deserter|Motoyama Deserter
qstr_Motoyama_Prison_Guar|Motoyama Prison Guard
qstr_Motoyama_Castle_Guar|Motoyama Castle Guard
qstr_Motoyama_Spearmen|Motoyama Spearmen
qstr_Motoyama_Skirmishers|Motoyama Skirmishers
qstr_Motoyama_Trained_Spea|Motoyama Trained Spearmen
qstr_Motoyama_Trained_Skir|Motoyama Trained Skirmishers
qstr_Motoyama_Veteran_Spea|Motoyama Veteran Spearmen
qstr_Motoyama_Veteran_Skir|Motoyama Veteran Skirmishers
qstr_Motoyama_Elite_Skirmi|Motoyama Elite Skirmishers
qstr_Motoyama_Retainers|Motoyama Retainers
qstr_Motoyama_Marksmen|Motoyama Marksmen
qstr_Motoyama_Veteran_Reta|Motoyama Veteran Retainers
qstr_Motoyama_Mounted_Reta|Motoyama Mounted Retainers
qstr_Motoyama_Samurai_Gunn|Motoyama Samurai Gunners
qstr_Motoyama_Samurai_Arch|Motoyama Samurai Archers
qstr_Motoyama_Officers|Motoyama Officers
qstr_Motoyama_Mounted_Offi|Motoyama Mounted Officers
qstr_Motoyama_Master_Gunne|Motoyama Master Gunners
qstr_Motoyama_Master_Arche|Motoyama Master Archers
qstr_Motoyama_Hatamoto_Gua|Motoyama Hatamoto Guards
qstr_Motoyama_Hatamoto_Arc|Motoyama Hatamoto Archers
qstr_Motoyama_Messengers|Motoyama Messengers
qstr_Motoyama_Deserters|Motoyama Deserters
qstr_Motoyama_Prison_Guard|Motoyama Prison Guards
qstr_Motoyama_Castle_Guard|Motoyama Castle Guards
qstr_Ouchi_Clan|大 内 氏 
qstr_Ouchi_Spearman|Ouchi Spearman
qstr_Ouchi_Skirmisher|Ouchi Skirmisher
qstr_Ouchi_Trained_Spearm|Ouchi Trained Spearman
qstr_Ouchi_Trained_Skirmi|Ouchi Trained Skirmisher
qstr_Ouchi_Veteran_Spearm|Ouchi Veteran Spearman
qstr_Ouchi_Veteran_Skirmi|Ouchi Veteran Skirmisher
qstr_Ouchi_Elite_Spearman|Ouchi Elite Spearman
qstr_Ouchi_Retainer|Ouchi Retainer
qstr_Ouchi_Marksman|Ouchi Marksman
qstr_Ouchi_Veteran_Retain|Ouchi Veteran Retainer
qstr_Ouchi_Mounted_Retain|Ouchi Mounted Retainer
qstr_Ouchi_Samurai_Gunner|Ouchi Samurai Gunner
qstr_Ouchi_Samurai_Archer|Ouchi Samurai Archer
qstr_Ouchi_Officer|Ouchi Officer
qstr_Ouchi_Mounted_Office|Ouchi Mounted Officer
qstr_Ouchi_Master_Gunner|Ouchi Master Gunner
qstr_Ouchi_Master_Archer|Ouchi Master Archer
qstr_Ouchi_Hatamoto_Guard|Ouchi Hatamoto Guard
qstr_Ouchi_Hatamoto_Caval|Ouchi Hatamoto Cavalry
qstr_Ouchi_Messenger|Ouchi Messenger
qstr_Ouchi_Deserter|Ouchi Deserter
qstr_Ouchi_Prison_Guard|Ouchi Prison Guard
qstr_Ouchi_Castle_Guard|Ouchi Castle Guard
qstr_Ouchi_Spearmen|Ouchi Spearmen
qstr_Ouchi_Skirmishers|Ouchi Skirmishers
qstr_Ouchi_Trained_Spearme|Ouchi Trained Spearmen
qstr_Ouchi_Trained_Skirmis|Ouchi Trained Skirmishers
qstr_Ouchi_Veteran_Spearme|Ouchi Veteran Spearmen
qstr_Ouchi_Veteran_Skirmis|Ouchi Veteran Skirmishers
qstr_Ouchi_Elite_Spearmen|Ouchi Elite Spearmen
qstr_Ouchi_Retainers|Ouchi Retainers
qstr_Ouchi_Marksmen|Ouchi Marksmen
qstr_Ouchi_Veteran_Retaine|Ouchi Veteran Retainers
qstr_Ouchi_Mounted_Retaine|Ouchi Mounted Retainers
qstr_Ouchi_Samurai_Gunners|Ouchi Samurai Gunners
qstr_Ouchi_Samurai_Archers|Ouchi Samurai Archers
qstr_Ouchi_Officers|Ouchi Officers
qstr_Ouchi_Mounted_Officer|Ouchi Mounted Officers
qstr_Ouchi_Master_Gunners|Ouchi Master Gunners
qstr_Ouchi_Master_Archers|Ouchi Master Archers
qstr_Ouchi_Hatamoto_Guards|Ouchi Hatamoto Guards
qstr_Ouchi_Messengers|Ouchi Messengers
qstr_Ouchi_Deserters|Ouchi Deserters
qstr_Ouchi_Prison_Guards|Ouchi Prison Guards
qstr_Ouchi_Castle_Guards|Ouchi Castle Guards
qstr_Tachibana_Clan|Tachibana Clan
qstr_Tachibana_Spearman|Tachibana Spearman
qstr_Tachibana_Skirmisher|Tachibana Skirmisher
qstr_Tachibana_Trained_Sp|Tachibana Trained Spearman
qstr_Tachibana_Trained_Sk|Tachibana Trained Skirmisher
qstr_Tachibana_Veteran_Sp|Tachibana Veteran Spearman
qstr_Tachibana_Veteran_Sk|Tachibana Veteran Skirmisher
qstr_Tachibana_Elite_Spea|Tachibana Elite Spearman
qstr_Tachibana_Retainer|Tachibana Retainer
qstr_Tachibana_Marksman|Tachibana Marksman
qstr_Tachibana_Veteran_Re|Tachibana Veteran Retainer
qstr_Tachibana_Mounted_Re|Tachibana Mounted Retainer
qstr_Tachibana_Samurai_Gu|Tachibana Samurai Gunner
qstr_Tachibana_Samurai_Ar|Tachibana Samurai Archer
qstr_Tachibana_Officer|Tachibana Officer
qstr_Tachibana_Mounted_Of|Tachibana Mounted Officer
qstr_Tachibana_Master_Gun|Tachibana Master Gunner
qstr_Tachibana_Master_Arc|Tachibana Master Archer
qstr_Tachibana_Hatamoto_C|Tachibana Hatamoto Cavalry
qstr_Tachibana_Hatamoto_G|Tachibana Hatamoto Gunner
qstr_Tachibana_Messenger|Tachibana Messenger
qstr_Tachibana_Deserter|Tachibana Deserter
qstr_Tachibana_Prison_Gua|Tachibana Prison Guard
qstr_Tachibana_Castle_Gua|Tachibana Castle Guard
qstr_Tachibana_Spearmen|Tachibana Spearmen
qstr_Tachibana_Skirmishers|Tachibana Skirmishers
qstr_Tachibana_Trained_Spe|Tachibana Trained Spearmen
qstr_Tachibana_Trained_Ski|Tachibana Trained Skirmishers
qstr_Tachibana_Veteran_Spe|Tachibana Veteran Spearmen
qstr_Tachibana_Veteran_Ski|Tachibana Veteran Skirmishers
qstr_Tachibana_Elite_Spear|Tachibana Elite Spearmen
qstr_Tachibana_Retainers|Tachibana Retainers
qstr_Tachibana_Marksmen|Tachibana Marksmen
qstr_Tachibana_Veteran_Ret|Tachibana Veteran Retainers
qstr_Tachibana_Mounted_Ret|Tachibana Mounted Retainers
qstr_Tachibana_Samurai_Gun|Tachibana Samurai Gunners
qstr_Tachibana_Samurai_Arc|Tachibana Samurai Archers
qstr_Tachibana_Officers|Tachibana Officers
qstr_Tachibana_Mounted_Off|Tachibana Mounted Officers
qstr_Tachibana_Master_Gunn|Tachibana Master Gunners
qstr_Tachibana_Master_Arch|Tachibana Master Archers
qstr_Tachibana_Hatamoto_Gu|Tachibana Hatamoto Gunners
qstr_Tachibana_Messengers|Tachibana Messengers
qstr_Tachibana_Deserters|Tachibana Deserters
qstr_Tachibana_Prison_Guar|Tachibana Prison Guards
qstr_Tachibana_Castle_Guar|Tachibana Castle Guards
qstr_Great_Lord_{s9}|大 名 {s9}
qstr_^^Note_that_so_long_|^^注 意 只 要 你 还 在 做 总 大 将 ， 这 个 国 家 的 领 主 们 都 会 等 着 让 你 率 领 他 们 进 行 战 役 。 所 以 ， 如 果 你 正 在 准 备 一 场 茶 会 ， 或 者 是 婚 礼 以 及 其 它 活 动 ， 你 也 许 要 去 和 你 的 领 主 谈 谈 以 辞 去 总 大 将 的 职 务 。 
qstr_Try_as_you_might_you_|尽 你 所 能 ， 你 无 法 击 败 叛 乱 村 庄 。 
qstr_{reg0}|{reg0}
qstr_positive|积 极 
qstr_negative|消 极 
qstr_{s11}^^_The_current_|{s11} ^^目 前 的 驻 军 由 {reg5}名 士 兵 组 成 。 ^粮 食 储 备 持 续 {reg6}天 。 
qstr_^^Additional_the_fol|^目 前 ， 还 有 以 下 各 方 ， ^
qstr_{s12}_{s3}_with_{reg|s12} {s3}与 {reg1}部 队 。 ^
qstr_{playername}_^^I_alw|{playername}， ^^自 从 你 宣 誓 效 忠 我 的 家 族 以 来 ， 我 一 直 都 知 道 您 是 个 坏 蛋 。 ^你 真 的 以 为 你 可 以 让 我 的 家 人 反 对 我 吗 ？ 你 丢 下 了 面 具 ， 蝮 蛇 ！ 我 受 够 你 了 。 ^在 这 里 ， 你 永 远 没 法 进 入 我 的 领 地 。 我 已 敦 促 我 的 家 臣 反 对 你 ， 并 会 警 告 日 本 诸 侯 关 于 您 的 侮 辱 。 ^因 恐 惧 而 颤 抖 ， 你 有 一 个 致 命 的 敌 人 ！ ^^ {s9}。 
qstr_{playername}^^_I_ve_|{playername}， ^^我 收 到 了 {s9}的 来 信 ， 告 诉 我 您 可 耻 的 行 为 。 在 当 前 情 况 下 ， {s9}无 法 提 供 证 据 。 但 是 与 您 不 同 的 是 ， {reg1？ 她 ， 他 }是 我 家 庭 的 杰 出 成 员 。 自 从 这 些 年 来 以 来 ， 我 再 也 没 有 任 何 理 由 不 信 任 {reg1？ 她 ， 他 }。 我 认 为 {reg1？ 她 ， 他 }的 指 控 是 有 理 由 的 。 ^希 望 您 没 有 让 我 的 氏 族 分 裂 。 在 此 ， 我 拒 绝 您 的 保 证 ， 您 不 再 与 我 的 家 族 有 关 。 每 个 家 臣 都 会 以 良 心 对 您 进 行 报 复 ... ^我 羞 于 承 认 你 是 如 何 恶 意 愚 弄 我 的 ， 因 此 我 不 会 向 您 提 出 挑 战 ， 也 不 会 为 您 对 我 的 {s11}的 死 亡 负 责 。 我 不 习 惯 把 我 在 荒 野 中 踩 死 的 每 一 只 老 鼠 都 告 诉 {s10}， 总 有 一 天 我 会 在 那 找 到 你 ！ ^^ {s10}
qstr_{playername}|{playername}
qstr_Troops:_{reg1}|部 队 : {reg1}
qstr_Prosperity_Report^|繁 荣 报 告 ^
qstr_Total|总 ， 
qstr_{s0}^{s1}_Average_To|{s0} ^ {s1}平 均 城 镇 繁 荣 度 ， {reg0}
qstr_{s0}^{s1}_towns_with|{s0} ^ {s1}繁 荣 的 80-100个 城 镇 ， {reg0}
qstr_{s0}^{s1}_towns_with_|{s0} ^ {s1}繁 荣 的 城 镇 60-79， {reg0}
qstr_{s0}^{s1}_towns_with_p|{s0} ^ {s1}繁 荣 的 城 镇 40-59， {reg0}
qstr_{s0}^{s1}_towns_with_pr|{s0} ^ {s1}繁 荣 的 城 镇 20-39， {reg0}
qstr_{s0}^{s1}_towns_with_pro|{s0} ^ {s1}繁 荣 的 0-19个 城 镇 ， {reg0}
qstr_{s0}^{s1}_Average_Vi|{s0} ^ {s1}乡 村 平 均 繁 荣 度 ， {reg0}
qstr_{s0}^{s1}_villages_w|{s0} ^ {s1}个 拥 有 80-100富 裕 村 庄 ， {reg0}
qstr_{s0}^{s1}_villages_wi|{s0} ^ {s1}繁 荣 的 村 庄 60-79， {reg0}
qstr_{s0}^{s1}_villages_wit|{s0} ^ {s1}繁 荣 的 村 庄 40-59， {reg0}
qstr_{s0}^{s1}_villages_with|{s0} ^ {s1}繁 荣 的 村 庄 20-39， {reg0}
qstr_{s0}^{s1}_villages_with_|{s0} ^ {s1}繁 荣 的 村 庄 0-19， {reg0}
qstr_You_have_deserted_an|您 已 经 离 开 了 ， 并 且 现 在 被 通 缉 了 ！ 
qstr_Keihoku|爱 宕 郡 
qstr_Bubaigawara|比 企 郡 
qstr_Oizumi|多 摩 郡 
qstr_Atsugi|足 柄 上 郡 
qstr_Breaking_camp...|终 止 宿 营 ...
qstr_You_have_broken_off_|你 已 经 中 断 了 对 {s1}  的 突 袭 。 
qstr_{s5}_has_decided_to_|{s5}已 决 定 将 {s4}授 予 {s7}的 另 一 位 领 主 。 
qstr_A_livestock_epidemic|一 场 瘟 疫 在 {s4}中 杀 死 了 {reg4}头 牛 。 
qstr_Riot_in_{s6}!|{s6}暴 动 ！ 
qstr_Your_party_is_spotte|你 的 部 队 被 {s1}发 现 了 。 
qstr_Party_has_nothing_to|部 队 没 有 东 西 吃 了 ！ 
qstr_{reg1}_{s1}_{reg2?ha|{reg1}个 {s1}{reg2?已 :已 }趁 着 夜 色 逃 离 了 你 的 队 伍 。 
qstr_{s1}_of_{s3}_has_bee|{s3}的 {s1}已 经 从 监 狱 里 释 放 出 来 了 。 
qstr_Building_of_{s0}_in_|{s4}的 建 筑 物 {s0}已 经 完 工 了 。 
qstr_{s1}_has_won_the_tou|{s1}赢 得 了 在 {s2}的 比 赛 。 
qstr_{s1}_is_no_longer_in|{s1}不 再 受 到 夜 间 的 强 盗 侵 扰 。 
qstr_You_are_within_the_w|您 身 处 依 附 氏 族 成 员 的 领 地 之 内 ， 无 需 支 付 住 宿 费 用 。 
qstr_You_pay_for_accommod|你 支 付 了 宿 金 。 
qstr_Betrothal_to_{s5}_ex|和 {s5}的 婚 约 过 期 
qstr__Your_tactics_skill_|你 的 战 术 技 能 提 高 1 级 。 
qstr__Your_persuasion_ski|你 的 说 服 力 技 能 提 高 1 级 。 
qstr__Your_leadership_ski|你 的 统 御 技 能 提 高 1 级 。 
qstr__Your_intelligence_h|你 的 智 力 提 高 1 点 。 
qstr__Your_trade_skill_ha|你 的 交 易 技 能 提 高 1 级 。 
qstr__Your_weapon_master_|你 的 武 器 掌 握 技 能 提 高 1 级 。 
qstr__Your_engineer_skill|你 的 工 程 学 技 能 提 高 1 级 。 
qstr_You_have_finished_re|你 已 经 读 完 了 {s1}。 {s2}
qstr_Book_Read|读 书 
qstr_{s1}_is_scouted.|{s1}已 经 侦 察 过 了 。 
qstr_{s1}_has_switched_fr|{s1}由 {s2}转 到 {s3}。 
qstr_The_truce_between_{s|{s1}和 {s2}之 间 的 停 战 已 到 期 。 
qstr_The_alliance_between|{s1}和 {s2}之 间 的 联 盟 已 到 期 。 
qstr_The_defensive_pact_b|{s1}和 {s2}之 间 的 防 御 性 协 定 已 失 效 。 
qstr_The_trade_pact_betwe|{s1}与 {s2}之 间 的 贸 易 协 定 已 经 失 效 。 
qstr_{s1}_has_not_respond|{s1}未 对 {s2}的 挑 衅 作 出 回 应 。 
qstr_Your_recruiter_who_wa|您 被 委 托 向 {s13}招 募 {reg10}新 兵 的 征 兵 官 被 击 败 了 ！ 
qstr_{s13}_has_been_taken|{s13}已 被 敌 人 夺 走 ， 而 您 委 托 招 募 {reg10}新 兵 的 征 兵 官 消 失 得 无 影 无 踪 ！ 
qstr_ERROR_IN_THE_RECRUIT|ERROR IN THE RECRUITER KIT SIMPLE TRIGGERS!
qstr_A_recruiter_has_brou|一 名 征 兵 官 已 将 {reg10}名 士 兵 带 到 {s13}。 
qstr_Distance_between_{s1|{s14}与 {s15}之 间 的 距 离 ， {reg0}
qstr_Your_caravan_has_bro|您 的 商 队 已 将 {s12}带 到 {s13}。 
qstr_{s13}_is_unimpressed|{s13}对 您 微 不 足 道 的 礼 物 不 满 意 。 
qstr_The_people_of_{s13}_|{s13}的 人 们 对 您 微 不 足 道 的 礼 物 不 满 意 。 
qstr_Your_caravan_has_los|你 的 商 队 已 经 迷 路 ， 放 弃 了 你 的 任 务 ！ 
qstr_Transfer_to_{s6}|转 移 至 {s6}
qstr_{s6}_patrol|{s6}巡 逻 
qstr_Your_messenger_reach|您 的 使 者 到 达 了 {s13}。 
qstr_{s14}|{s14}
qstr_Your_messenger_has_l|您 的 使 者 迷 路 了 ， 放 弃 了 您 的 任 务 ！ 
qstr_Not_enough_money_in_|国 库 中 没 有 足 够 的 资 金 来 升 级 部 队 。 
qstr_Your_army_inspector_|您 的 教 官 在 {s8}中 将 {reg5} {s6}升 级 为 {s7}
qstr_Your_soldiers_patrolli|{s6}巡 逻 的 士 兵 因 您 无 法 支 付 工 资 而 解 散 了 ！ 
qstr_It_is_rumoured_that_|有 传 言 称 ， 一 名 忍 者 被 {s11}抓 获 。 
qstr_{s0}_is_grumbling_ag|{s0}在 抱 怨 您 。 如 果 这 种 情 况 持 续 下 去 ， 您 的 附 庸 关 系 可 能 会 可 能 会 受 到 威 胁 。 
qstr_{s0}_is_grumbling_aga|{s0}抱 怨 您 ， 但 是 在 {s1}的 支 持 下 ， 您 现 在 仍 然 依 附 于 他 。 
qstr_Your_last_fief_was_c|您 的 最 后 一 块 领 地 被 占 领 ， 您 损 失 了 国 库 中 的 {reg0}/{reg1}。 
qstr_You_are_not_strong_e|你 没 有 足 够 的 力 气 举 起 适 合 你 晋 升 的 武 器 ！ 
qstr_You_are_not_strong_en|您 没 有 足 够 的 能 力 承 受 晋 升 所 需 要 的 全 部 要 求 ！ 
qstr_Your_arms_are_to_wea|你 的 臂 力 太 弱 ， 现 在 还 不 能 射 箭 。 
qstr_You_require_more_hor|您 需 要 更 多 的 骑 术 才 能 胜 任 下 一 个 职 位 ！ 
qstr_Your_cut_arm_finally|你 被 割 伤 的 手 臂 终 于 痊 愈 了 。 
qstr_The_cut_on_your_tors|你 躯 干 上 的 伤 口 终 于 愈 合 了 。 
qstr_Your_thoughts_clear.|你 的 脑 子 变 清 晰 了 。 
qstr_Your_leg_finally_hea|你 的 腿 终 于 痊 愈 了 。 
qstr_Your_broken_arm_fina|你 骨 折 的 手 臂 终 于 痊 愈 了 。 
qstr_Your_broken_rib_fina|你 骨 折 了 的 肋 骨 终 于 痊 愈 了 。 
qstr_Your_headache_is_fin|你 的 头 痛 终 于 好 了 。 
qstr_Your_broken_leg_fina|你 的 断 腿 终 于 痊 愈 了 。 
qstr_Reinforcements_from_|附 近 村 庄 的 增 援 
qstr_With_your_commander_|指 挥 官 战 败 后 ， 您 已 被 解 除 服 役 。 
qstr_With_your_lord_s_def|领 主 战 败 ， 大 军 四 散 ！ 
qstr_The_released_prisone|被 释 放 的 囚 犯 不 被 信 任 ， 他 们 准 备 攻 击 你 ！ 
qstr_Warning!|警 告 
qstr_The_released_prisoner|战 斗 一 结 束 ， 被 释 放 的 囚 犯 便 散 去 了 。 您 将 不 会 再 看 到 它 们 。 
qstr_Notice!|小 心 ！ 
qstr_The_released_prisoners|被 释 放 的 囚 犯 仍 然 忠 诚 ， 将 加 入 你 的 队 伍 。 
qstr_You_have_{reg0}_days_|您 还 剩 {reg0}天 ， 就 会 被 宣 布 为 逃 兵 ！ 
qstr_You_have_now_been_de|您 现 在 已 被 宣 布 为 逃 兵 ！ 
qstr_You_have_{reg0}_days_l|您 还 有 {reg0}天 的 时 间 可 以 返 回 指 挥 官 来 领 取 奖 励 。 
qstr_You_have_decided_not|您 已 决 定 不 再 回 到 主 人 身 边 。 
qstr_{reg65?my_Lady:my_Lo|大 人 
qstr_{reg65?My_Lady:My_Lo|大 人 
qstr_{reg65?madame:sir}|{reg65?夫 人 :先 生 }
qstr_{reg65?Madame:Sir}|{reg65?夫 人 :先 生 }
qstr__no_fiefs_|( 没 有 封 地 )
qstr__fiefs:_{s0}_|( 封 地 ， {s0})
qstr_{s1}_is_the_new_Daim|{s1}  是 {s2}  的 新 大 名 ！ ！ ！ 
qstr_It_s_your_money_or_y|要 钱 还 是 要 命 ， {小 伙 子 /小 姑 娘 }。 不 快 跑 的 话 ， 我 将 折 磨 死 你 。 
qstr_Lucky_for_you_you_ca|算 你 走 运 ， 刚 好 我 今 天 心 情 特 别 好 。 交 出 你 所 有 的 钱 ， 我 就 让 你 活 着 离 开 。 
qstr_This_a_robbery_eh?_I|这 是 一 次 抢 劫 ， 明 白 不 ？ 我 给 你 一 个 机 会 交 出 你 所 有 的 东 西 ， 否 则 我 和 我 的 兄 弟 们 将 杀 了 你 ， 明 白 不 ？ 
qstr_we_have_made_very_li|到 目 前 为 止 ， 我 们 基 本 没 有 什 么 进 展 
qstr_we_have_suceeded_in_|我 们 成 功 占 领 了 一 些 土 地 ， 但 是 我 们 还 有 很 长 的 一 段 路 要 走 
qstr_we_have_become_a_sig|我 们 现 在 成 了 显 赫 一 方 的 势 力 了 ， 我 们 很 有 机 会 能 赢 得 最 终 的 胜 利 。 
qstr_we_are_winning_the_w|我 们 赢 得 了 这 场 战 争 ， 但 是 我 们 的 敌 人 还 在 顽 强 抵 抗 
qstr_we_are_on_the_verge_|我 们 已 经 接 近 最 终 的 胜 利 了 。 残 余 的 敌 人 完 全 够 不 成 威 胁 ， 但 是 我 们 仍 然 需 要 将 他 们 赶 尽 杀 绝 。 
qstr_tono|大 人 
qstr_Your_domain_has_no_s|您 的 领 土 没 有 指 定 的 文 化 
qstr_Your_domain_culture_|您 的 领 地 文 化 是 ， {s11}
qstr_Kingdom_culture:_Non|派 系 文 化 ， 无 
qstr_Kingdom_culture:_{s1|派 系 文 化 ， {s11}
qstr_{s11}|{s11}
qstr_The_goverment_of_the|{s10}的 政 府 为 {s4}。 
qstr_The_upper_class_soci|上 层 社 会 是 {s5}。 
qstr_The_people_are_{s6}.|军 队 人 员 组 成 是 {s6}。 
qstr_The_troops_have_{s7}|部 队 是 {s7}。 
qstr_The_government_s_app|政 府 的 经 济 政 策 是 {s0}。 
qstr_Our_goverment_is_{s4|我 们 的 政 府 是 {s4}。 
qstr_Our_people_are_{s6}.|我 们 的 军 队 组 成 是 {s6}。 
qstr_Our_troops_have_{s7}|我 们 的 部 队 是 {s7}。 
qstr_Our_approach_to_trad|我 们 的 经 济 政 策 是 {s0}。 
qstr_According__to_the_re|根 据 我 们 忍 者 的 报 告 
qstr_{s10}_{reg3}_lords_s|{s10}{reg3}领 主 支 持 {s9}。 
qstr_Sorry_currently_I_ca|抱 歉 ， 我 目 前 无 法 提 供 有 关 领 主 情 绪 的 任 何 信 息 ， 我 们 的 忍 者 尚 未 报 告 。 
qstr_{s11}_and_{s12}|{s11}和 {s12}
qstr_We_are_not_at_war_wi|我 们 没 有 与 任 何 人 交 战 。 
qstr_We_are_at_war_with_{|我 们 正 在 与 {s12}交 战 。 
qstr_Our_domain_currently|我 们 阵 营 目 前 有 {reg2}名 士 兵 
qstr_{s6}_garrisoned_in_{|{s6}驻 守 在 {reg2}个 城 镇 
qstr_{s6}_and_{reg2}_cast|{s6}和 {reg2} 。 
qstr_{s6}_In_addition_we_|{s6}此 外 ， 我 们 在 野 外 还 有 {reg2}名 士 兵 。 
qstr_We_currently_have_{r|我 们 目 前 有 {reg2}名 士 兵 
qstr_{s6}_In_addition_you|{s6}另 外 ， 您 的 家 臣 中 有 {reg2}名 士 兵 ， 还 有 {reg3}名 士 兵 在 巡 逻 。 
qstr_He_fields_{reg2}_sol|他 派 遣 了 {reg2}名 士 兵 。 
qstr_We_currently_have_{re|目 前 ， 我 们 有 {reg2}名 士 兵 在 {s60}驻 军 。 
qstr_You_are_preferring_m|您 更 喜 欢 近 战 部 队 。 
qstr_You_are_preferring_r|您 更 喜 欢 远 程 部 队 。 
qstr__and_the_additional_|以 及 其 他 教 官 。 
qstr_We_currently_have_an|我 们 目 前 的 收 入 为 {reg0}文 钱 ， 费 用 为 {reg1}文 钱 ， 来 自 城 邑 和 城 堡 。 
qstr_{s6}_We_are_losing_{|{s6}由 于 税 收 低 效 ， 我 们 损 失 了 {reg0}文 钱 ， 即 百 分 之 {reg1}。 
qstr_{s6}_Overall_this_su|{s6}总 计 {reg0}文 钱 。 
qstr_{reg0}_mon|{reg0} 文 
qstr_no|no
qstr_{s60}_is_currently_o|{s60}当 前 已 被 不 法 分 子 占 领 ， 您 应 尽 快 反 击 。 
qstr__We_are_expecting_{r|我 们 期 望 {reg0}文 钱 的 租 金 
qstr__The_troop_wages_for|我 们 每 月 花 费 {reg1}来 维 持 {reg0}部 队 的 部 队 工 资 。 
qstr_{s61}_and_{reg0}_mon|{s61}和 {reg0}文 钱 的 关 税 
